,t,c,producto,CantidadPedir
2627,18,5,3,0
2628,18,5,4,0
2629,18,5,5,0
2630,18,5,6,0
2631,18,5,7,0
2632,18,5,8,0
2633,18,5,9,0
2634,18,5,10,0
2635,18,5,11,0
2636,18,5,12,0
2637,18,5,13,0
2638,18,5,14,0
2639,18,5,15,0
2640,18,6,1,0
2641,18,6,2,0
2642,18,6,3,0
2643,18,6,4,0
2644,18,6,5,0
2645,18,6,6,0
2646,18,6,7,0
2647,18,6,8,0
2648,18,6,9,0
2649,18,6,10,0
2650,18,6,11,0
2651,18,6,12,0
2652,18,6,13,0
2653,18,6,14,0
2654,18,6,15,0
2655,18,7,1,0
2656,18,7,2,0
2657,18,7,3,0
2658,18,7,4,0
2659,18,7,5,0
2660,18,7,6,0
2661,18,7,7,0
2662,18,7,8,0
2663,18,7,9,0
2664,18,7,10,0
2665,18,7,11,0
2666,18,7,12,0
2667,18,7,13,0
2668,18,7,14,0
2669,18,7,15,0
2670,18,8,1,10
2671,18,8,2,0
2672,18,8,3,0
2673,18,8,4,5
2674,18,8,5,0
2675,18,8,6,0
2676,18,8,7,0
2677,18,8,8,6
2678,18,8,9,0
2679,18,8,10,0
2680,18,8,11,2
2681,18,8,12,1
2682,18,8,13,0
2683,18,8,14,1
2684,18,8,15,11
2685,18,9,1,0
2686,18,9,2,0
2687,18,9,3,0
2688,18,9,4,0
2689,18,9,5,0
2690,18,9,6,0
2691,18,9,7,0
2692,18,9,8,0
2693,18,9,9,0
2694,18,9,10,0
2695,18,9,11,0
2696,18,9,12,0
2697,18,9,13,0
2698,18,9,14,0
2699,18,9,15,0
2700,19,0,1,1
2701,19,0,2,4
2702,19,0,3,0
2703,19,0,4,17
2704,19,0,5,3
2705,19,0,6,2
2706,19,0,7,0
2707,19,0,8,3
2708,19,0,9,0
2709,19,0,10,0
2710,19,0,11,0
2711,19,0,12,2
2712,19,0,13,0
2713,19,0,14,0
2714,19,0,15,0
2715,19,1,1,0
2716,19,1,2,0
2717,19,1,3,0
2718,19,1,4,0
2719,19,1,5,0
2720,19,1,6,0
2721,19,1,7,0
2722,19,1,8,0
2723,19,1,9,0
2724,19,1,10,0
2725,19,1,11,0
2726,19,1,12,0
2727,19,1,13,0
2728,19,1,14,0
2729,19,1,15,0
2730,19,2,1,0
2731,19,2,2,0
2732,19,2,3,0
2733,19,2,4,0
2734,19,2,5,0
2735,19,2,6,0
2736,19,2,7,0
2737,19,2,8,0
2738,19,2,9,0
2739,19,2,10,0
2740,19,2,11,0
2741,19,2,12,0
2742,19,2,13,0
2743,19,2,14,0
2744,19,2,15,0
2745,19,3,1,0
2746,19,3,2,0
2747,19,3,3,0
2748,19,3,4,0
2749,19,3,5,0
2750,19,3,6,0
2751,19,3,7,0
2752,19,3,8,0
2753,19,3,9,0
2754,19,3,10,0
2755,19,3,11,0
2756,19,3,12,0
2757,19,3,13,0
2758,19,3,14,0
2759,19,3,15,0
2760,19,4,1,0
2761,19,4,2,0
2762,19,4,3,0
2763,19,4,4,0
2764,19,4,5,0
2765,19,4,6,0
2766,19,4,7,0
2767,19,4,8,0
2768,19,4,9,0
2769,19,4,10,0
2770,19,4,11,0
2771,19,4,12,0
2772,19,4,13,0
2773,19,4,14,0
2774,19,4,15,0
2775,19,5,1,11
2776,19,5,2,0
2777,19,5,3,7
2778,19,5,4,0
2779,19,5,5,0
2780,19,5,6,0
2781,19,5,7,6
2782,19,5,8,0
2783,19,5,9,0
2784,19,5,10,0
2785,19,5,11,0
2786,19,5,12,0
2787,19,5,13,4
2788,19,5,14,0
2789,19,5,15,8
2790,19,6,1,0
2791,19,6,2,0
2792,19,6,3,0
2793,19,6,4,0
2794,19,6,5,0
2795,19,6,6,0
2796,19,6,7,0
2797,19,6,8,0
2798,19,6,9,0
2799,19,6,10,0
2800,19,6,11,0
2801,19,6,12,0
2802,19,6,13,0
2803,19,6,14,0
2804,19,6,15,0
2805,19,7,1,0
2806,19,7,2,0
2807,19,7,3,0
2808,19,7,4,0
2809,19,7,5,0
2810,19,7,6,0
2811,19,7,7,0
2812,19,7,8,0
2813,19,7,9,0
2814,19,7,10,0
2815,19,7,11,0
2816,19,7,12,0
2817,19,7,13,0
2818,19,7,14,0
2819,19,7,15,0
2820,19,8,1,0
2821,19,8,2,0
2822,19,8,3,0
2823,19,8,4,0
2824,19,8,5,0
2825,19,8,6,0
2826,19,8,7,0
2827,19,8,8,0
2828,19,8,9,0
2829,19,8,10,0
2830,19,8,11,0
2831,19,8,12,0
2832,19,8,13,0
2833,19,8,14,0
2834,19,8,15,0
2835,19,9,1,0
2836,19,9,2,0
2837,19,9,3,0
2838,19,9,4,0
2839,19,9,5,0
2840,19,9,6,0
2841,19,9,7,0
2842,19,9,8,0
2843,19,9,9,0
2844,19,9,10,0
2845,19,9,11,0
2846,19,9,12,0
2847,19,9,13,0
2848,19,9,14,0
2849,19,9,15,0
2850,20,0,1,0
2851,20,0,2,0
2852,20,0,3,0
2853,20,0,4,0
2854,20,0,5,0
2855,20,0,6,0
2856,20,0,7,0
2857,20,0,8,0
2858,20,0,9,0
2859,20,0,10,0
2860,20,0,11,0
2861,20,0,12,0
2862,20,0,13,0
2863,20,0,14,0
2864,20,0,15,0
2865,20,1,1,0
2866,20,1,2,0
2867,20,1,3,0
2868,20,1,4,0
2869,20,1,5,0
2870,20,1,6,0
2871,20,1,7,0
2872,20,1,8,0
2873,20,1,9,0
2874,20,1,10,0
2875,20,1,11,0
2876,20,1,12,0
2877,20,1,13,0
2878,20,1,14,0
2879,20,1,15,0
2880,20,2,1,0
2881,20,2,2,0
2882,20,2,3,0
2883,20,2,4,0
2884,20,2,5,0
2885,20,2,6,0
2886,20,2,7,0
2887,20,2,8,0
2888,20,2,9,0
2889,20,2,10,0
2890,20,2,11,0
2891,20,2,12,0
2892,20,2,13,0
2893,20,2,14,0
2894,20,2,15,0
2895,20,3,1,10
2896,20,3,2,0
2897,20,3,3,0
2898,20,3,4,0
2899,20,3,5,1
2900,20,3,6,6
2901,20,3,7,0
2902,20,3,8,5
2903,20,3,9,0
2904,20,3,10,1
2905,20,3,11,1
2906,20,3,12,0
2907,20,3,13,0
2908,20,3,14,0
2909,20,3,15,12
2910,20,4,1,0
2911,20,4,2,0
2912,20,4,3,0
2913,20,4,4,0
2914,20,4,5,0
2915,20,4,6,0
2916,20,4,7,0
2917,20,4,8,0
2918,20,4,9,0
2919,20,4,10,0
2920,20,4,11,0
2921,20,4,12,0
2922,20,4,13,0
2923,20,4,14,0
2924,20,4,15,0
2925,20,5,1,0
2926,20,5,2,0
2927,20,5,3,0
2928,20,5,4,0
2929,20,5,5,0
2930,20,5,6,0
2931,20,5,7,0
2932,20,5,8,0
2933,20,5,9,0
2934,20,5,10,0
2935,20,5,11,0
2936,20,5,12,0
2937,20,5,13,0
2938,20,5,14,0
2939,20,5,15,0
2940,20,6,1,0
2941,20,6,2,0
2942,20,6,3,0
2943,20,6,4,0
2944,20,6,5,0
2945,20,6,6,0
2946,20,6,7,0
2947,20,6,8,0
2948,20,6,9,0
2949,20,6,10,0
2950,20,6,11,0
2951,20,6,12,0
2952,20,6,13,0
2953,20,6,14,0
2954,20,6,15,0
2955,20,7,1,0
2956,20,7,2,0
2957,20,7,3,0
2958,20,7,4,0
2959,20,7,5,0
2960,20,7,6,0
2961,20,7,7,0
2962,20,7,8,0
2963,20,7,9,0
2964,20,7,10,0
2965,20,7,11,0
2966,20,7,12,0
2967,20,7,13,0
2968,20,7,14,0
2969,20,7,15,0
2970,20,8,1,0
2971,20,8,2,0
2972,20,8,3,0
2973,20,8,4,0
2974,20,8,5,0
2975,20,8,6,0
2976,20,8,7,0
2977,20,8,8,0
2978,20,8,9,0
2979,20,8,10,0
2980,20,8,11,0
2981,20,8,12,0
2982,20,8,13,0
2983,20,8,14,0
2984,20,8,15,0
2985,20,9,1,0
2986,20,9,2,10
2987,20,9,3,7
2988,20,9,4,0
2989,20,9,5,4
2990,20,9,6,4
2991,20,9,7,2
2992,20,9,8,0
2993,20,9,9,1
2994,20,9,10,0
2995,20,9,11,0
2996,20,9,12,0
2997,20,9,13,4
2998,20,9,14,0
2999,20,9,15,2
